name_x,club_x,profile_image,year,market_value,name_y,club_y,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,RUS_names
Ruslan Galiakberov,,https://img.a.transfermarkt.technology/portrait/small/260442-1635073632.png?lm=1,34,-,Ruslan Galiakberov,Other,RUS, ST (C)                              , 20/11/1989 (30 years old) ,30.0,178.0,73.0,3200.0,0.0,40000.0,14.0,8.0,4.0,9.0,2.0,8.0,15.0,6.0,10.0,8.0,10.0,8.0,2.0,6.0,4.0,10.0,13.0,12.0,9.0,8.0,12.0,8.0,9.0,3.0,12.0,6.0,14.0,1.0,12.0,11.0,3.0,10.0,1.0,2.0,1.0,9.0,11.0,2.0,9.0,13.0,13.0,9.0,2.0,10.0,2.0,1.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Ruslan Galiakberov
,,,,,Ilja Agapov,Neftekhimik,RUS, D (C)                               , 21/1/2001 (19 years old)  ,19.0,182.0,76.0,2000.0,0.0,39500.0,13.0,10.0,1.0,10.0,3.0,3.0,8.0,11.0,7.0,10.0,8.0,3.0,3.0,8.0,6.0,6.0,5.0,6.0,5.0,15.0,2.0,5.0,8.0,17.0,15.0,6.0,9.0,1.0,10.0,11.0,2.0,10.0,1.0,3.0,4.0,6.0,9.0,1.0,12.0,8.0,9.0,10.0,1.0,8.0,1.0,2.0,1,0,0,0,0,0,64.8,1497.63,1156.0,1,0,0,0,Ilya Agapov
,,,,,Dmitry Kartashov,Chaika Peschanokopskoe,RUS," D (R), DM, M (C)                    ", 26/8/1994 (25 years old)  ,25.0,176.0,76.0,2100.0,0.0,39000.0,14.0,8.0,3.0,12.0,6.0,7.0,8.0,11.0,10.0,9.0,10.0,7.0,2.0,11.0,8.0,9.0,5.0,8.0,8.0,10.0,13.0,5.0,8.0,14.0,12.0,8.0,12.0,2.0,13.0,11.0,1.0,9.0,4.0,3.0,3.0,8.0,9.0,1.0,7.0,12.0,8.0,9.0,3.0,6.0,1.0,2.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Dmitriy Kartashov
,,,,,Victor Demjanov,Baltika,RUS," DM, M (C)                           ", 10/6/1999 (21 years old)  ,21.0,173.0,64.0,2500.0,0.0,39000.0,14.0,7.0,4.0,8.0,7.0,15.0,13.0,10.0,7.0,14.0,10.0,10.0,2.0,9.0,9.0,10.0,3.0,9.0,8.0,13.0,15.0,12.0,12.0,17.0,10.0,9.0,10.0,1.0,11.0,11.0,2.0,6.0,2.0,3.0,1.0,6.0,7.0,2.0,12.0,10.0,16.0,14.0,3.0,9.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Viktor Demjanov
,,,,,Alexey Pavlishin,Volgar,RUS," DM, M (C)                           ", 5/9/1995 (24 years old)   ,24.0,177.0,67.0,2000.0,0.0,39000.0,10.0,5.0,3.0,9.0,3.0,6.0,9.0,11.0,11.0,9.0,9.0,7.0,1.0,13.0,5.0,14.0,5.0,9.0,7.0,7.0,11.0,7.0,8.0,17.0,14.0,1.0,10.0,4.0,12.0,10.0,1.0,5.0,1.0,2.0,2.0,6.0,9.0,1.0,8.0,12.0,13.0,8.0,3.0,6.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksey Pavlishin
ROOF,,,,,Maxim Vasiljev,Dinamo Bryansk,RUS, D (C)                               , 31/1/1987 (33 years old)  ,33.0,196.0,88.0,6250.0,0.0,39000.0,13.0,15.0,1.0,7.0,7.0,6.0,3.0,11.0,9.0,13.0,8.0,4.0,2.0,9.0,4.0,9.0,5.0,10.0,6.0,10.0,10.0,3.0,10.0,11.0,11.0,12.0,8.0,3.0,7.0,10.0,4.0,15.0,1.0,2.0,3.0,6.0,7.0,2.0,10.0,7.0,9.0,13.0,1.0,4.0,2.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Maksim Vasiljev
,,,,,Yury Kirillov,Other,RUS," DM, M/AM (C)                        ", 19/1/1990 (30 years old)  ,30.0,180.0,73.0,3200.0,0.0,38500.0,11.0,9.0,1.0,12.0,7.0,12.0,10.0,10.0,12.0,8.0,13.0,9.0,2.0,11.0,7.0,12.0,11.0,11.0,8.0,7.0,8.0,8.0,10.0,11.0,9.0,6.0,13.0,3.0,10.0,10.0,1.0,7.0,2.0,1.0,3.0,10.0,9.0,2.0,9.0,10.0,9.0,11.0,2.0,8.0,1.0,4.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Yuriy Kirillov
Deo Iuvante Sports Management,,,,,Gennady Kiselev,Irtysh Omsk,RUS," D (R), DM, M (C)                    ", 3/1/1999 (21 years old)   ,21.0,176.0,66.0,2400.0,0.0,38000.0,10.0,9.0,1.0,13.0,1.0,6.0,8.0,10.0,9.0,8.0,6.0,6.0,1.0,9.0,2.0,10.0,5.0,6.0,5.0,11.0,1.0,4.0,9.0,10.0,10.0,7.0,10.0,3.0,14.0,14.0,2.0,6.0,3.0,2.0,1.0,6.0,3.0,3.0,8.0,12.0,13.0,8.0,2.0,5.0,2.0,2.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Gennadiy Kiselev
,,,,,Ilja Kuzmichev,Other,RUS, ST (C)                              , 10/1/1988 (32 years old)  ,32.0,183.0,81.0,7000.0,0.0,37500.0,10.0,11.0,2.0,9.0,9.0,7.0,13.0,6.0,10.0,13.0,10.0,6.0,2.0,8.0,7.0,11.0,11.0,12.0,7.0,7.0,12.0,6.0,8.0,16.0,12.0,14.0,10.0,1.0,11.0,13.0,3.0,12.0,2.0,2.0,2.0,10.0,13.0,4.0,9.0,10.0,11.0,13.0,3.0,12.0,1.0,4.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Ilya Kuzmichev
,,,,,Dmitry Tananeev,Shinnik,RUS, D (C)                               , 12/5/1998 (22 years old)  ,22.0,194.0,83.0,2200.0,0.0,37000.0,10.0,15.0,2.0,4.0,1.0,4.0,6.0,12.0,3.0,6.0,2.0,1.0,3.0,11.0,1.0,6.0,5.0,9.0,3.0,11.0,12.0,2.0,10.0,12.0,13.0,10.0,8.0,1.0,13.0,13.0,2.0,7.0,1.0,2.0,4.0,1.0,7.0,2.0,6.0,9.0,8.0,9.0,2.0,4.0,3.0,1.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Dmitriy Tananeev
,,,,,Andrey Yevdokimov,Torpedo Moscow,RUS, D (C)                               , 9/3/1999 (21 years old)   ,21.0,192.0,85.0,2300.0,0.0,37000.0,13.0,15.0,4.0,8.0,11.0,7.0,9.0,12.0,10.0,12.0,13.0,2.0,3.0,14.0,13.0,10.0,5.0,13.0,6.0,8.0,12.0,6.0,9.0,3.0,9.0,10.0,10.0,1.0,10.0,11.0,3.0,13.0,2.0,2.0,1.0,6.0,13.0,1.0,13.0,8.0,10.0,13.0,2.0,8.0,2.0,4.0,1,0,0,0,0,0,64.8,1497.63,1370.0,0,0,0,1,Andrey Yevdokimov
,,,,,Yury Zhuravlev,Volgar,RUS, D (LC)                              , 29/6/1996 (24 years old)  ,24.0,189.0,82.0,2000.0,0.0,37000.0,7.0,14.0,2.0,8.0,11.0,7.0,8.0,9.0,7.0,7.0,6.0,8.0,1.0,9.0,7.0,8.0,6.0,13.0,6.0,12.0,15.0,6.0,7.0,16.0,10.0,8.0,9.0,1.0,12.0,10.0,2.0,12.0,1.0,3.0,3.0,7.0,13.0,2.0,10.0,10.0,7.0,10.0,1.0,6.0,3.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,1,0,Yuriy Zhuravlev
,,,,,Yegor Proshkin,Torpedo Moscow,RUS," D (LC), WB (L)                      ", 15/1/1999 (21 years old)  ,21.0,187.0,75.0,2300.0,0.0,35000.0,5.0,14.0,1.0,8.0,13.0,7.0,10.0,9.0,12.0,11.0,8.0,2.0,1.0,9.0,2.0,8.0,5.0,9.0,9.0,8.0,12.0,5.0,9.0,14.0,8.0,10.0,9.0,1.0,11.0,11.0,1.0,13.0,2.0,1.0,1.0,8.0,12.0,2.0,12.0,10.0,11.0,10.0,2.0,8.0,3.0,1.0,1,0,0,0,0,0,64.8,1497.63,1370.0,0,0,1,0,Yegor Proshkin
,,,,,Alexandr Golovin,AS Monaco,RUS," M (C), AM (LC)                       ", 30/5/1996 (24 years old)  ,24.0,180.0,69.0,382000.0,29000000.0,25000000.0,12.0,10.0,1.0,16.0,3.0,13.0,13.0,11.0,16.0,15.0,11.0,13.0,3.0,11.0,13.0,15.0,15.0,13.0,13.0,10.0,11.0,14.0,13.0,15.0,12.0,7.0,15.0,1.0,14.0,14.0,2.0,10.0,3.0,3.0,2.0,16.0,14.0,3.0,13.0,15.0,15.0,12.0,2.0,12.0,3.0,2.0,0,0,0,1,0,0,85.1,1497.63,1742.0,0,0,0,1,Aleksandr Golovin
,,,,,Alexey Miranchuk,Atalanta,RUS, M/AM (RC)                            , 17/10/1995 (24 years old) ,24.0,182.0,74.0,231000.0,14500000.0,11500000.0,7.0,10.0,3.0,15.0,7.0,12.0,15.0,9.0,16.0,13.0,14.0,14.0,2.0,9.0,13.0,15.0,15.0,15.0,11.0,8.0,9.0,13.0,12.0,13.0,15.0,6.0,16.0,3.0,12.0,13.0,3.0,10.0,2.0,1.0,2.0,16.0,13.0,3.0,14.0,13.0,13.0,10.0,3.0,12.0,3.0,2.0,0,0,0,1,0,0,89.5,1497.63,1726.0,0,0,1,0,Aleksey Miranchuk
,,,,,Alexandr Kokorin,Fiorentina,RUS," AM (RC), ST (C)                      ", 19/3/1991 (29 years old)  ,29.0,183.0,77.0,249000.0,4500000.0,4800000.0,9.0,12.0,3.0,12.0,7.0,12.0,13.0,9.0,14.0,13.0,13.0,11.0,2.0,9.0,13.0,13.0,9.0,13.0,9.0,6.0,9.0,10.0,14.0,8.0,13.0,11.0,13.0,2.0,13.0,14.0,1.0,12.0,3.0,3.0,3.0,13.0,13.0,2.0,11.0,13.0,10.0,12.0,3.0,14.0,3.0,2.0,0,0,0,0,1,0,89.5,1497.63,1630.0,0,0,0,1,Aleksandr Kokorin
,,,,,Alexandr Zhirov,SVS 1916,RUS, D (C)                                , 24/1/1991 (29 years old)  ,29.0,193.0,90.0,25000.0,0.0,65000.0,6.0,17.0,3.0,9.0,9.0,8.0,7.0,12.0,8.0,15.0,11.0,6.0,3.0,13.0,8.0,11.0,5.0,12.0,6.0,13.0,11.0,3.0,13.0,14.0,10.0,15.0,9.0,2.0,8.0,12.0,2.0,16.0,1.0,1.0,1.0,10.0,12.0,1.0,13.0,7.0,10.0,15.0,2.0,6.0,3.0,2.0,1,0,0,0,0,0,77.1,1497.63,1156.0,0,0,1,0,Aleksandr Zhirov
,,,,,Aleksei Wsewolodsky,Alvarado,RUS, AM (R)                       , 19/3/2004 (16 years old)  ,16.0,170.0,67.0,23.0,0.0,53000.0,5.0,6.0,3.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,7.0,5.0,1.0,6.0,8.0,13.0,7.0,10.0,12.0,8.0,6.0,8.0,6.0,3.0,7.0,10.0,9.0,1.0,11.0,11.0,1.0,3.0,2.0,2.0,3.0,16.0,9.0,1.0,6.0,11.0,10.0,6.0,4.0,10.0,2.0,2.0,0,0,0,0,0,1,71.4,1497.63,1156.0,0,0,0,1,Aleksei Wsewolodsky
,,,,,Evgeny Kabaev,Other,RUS, ST (C)                         , 28/2/1988 (32 years old)  ,32.0,182.0,82.0,8250.0,0.0,48500.0,6.0,10.0,3.0,9.0,7.0,5.0,13.0,3.0,12.0,8.0,11.0,8.0,3.0,9.0,7.0,6.0,14.0,10.0,5.0,8.0,9.0,7.0,7.0,11.0,15.0,15.0,10.0,1.0,11.0,12.0,2.0,10.0,4.0,1.0,1.0,8.0,9.0,2.0,10.0,12.0,6.0,6.0,2.0,13.0,2.0,1.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Evgeniy Kabaev
