name,club,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,current_age,kor_names
Kim Min-Hyuk,Jeonnam,KOR, D (L)                          ,2000-03-24,20.0,178.0,66.0,1600.0,0.0,17000.0,14.0,6.0,1.0,8.0,8.0,1.0,7.0,12.0,6.0,9.0,8.0,5.0,3.0,6.0,1.0,9.0,5.0,11.0,11.0,6.0,1.0,8.0,6.0,9.0,15.0,8.0,11.0,3.0,13.0,14.0,3.0,8.0,1.0,3.0,3.0,11.0,9.0,3.0,7.0,14.0,8.0,8.0,2.0,7.0,3.0,3.0,0,1,0,0,0,0,61.1,1540.35,1298.0,0,0,1,0,23,김민-히크
Choe Hee-Won,Jeonbuk,KOR, D (C)                          ,1999-05-11,21.0,185.0,78.0,1500.0,0.0,16750.0,6.0,14.0,2.0,4.0,1.0,3.0,7.0,14.0,5.0,7.0,8.0,1.0,2.0,11.0,4.0,8.0,5.0,12.0,3.0,13.0,9.0,3.0,5.0,15.0,13.0,9.0,6.0,3.0,9.0,9.0,2.0,9.0,4.0,3.0,3.0,2.0,8.0,2.0,10.0,10.0,8.0,9.0,3.0,5.0,2.0,2.0,1,0,0,0,0,0,71.6,1540.35,1599.0,0,0,0,1,24,Choe hee-won
Kwon Jin-Yung,Anyang,KOR, D (RL)                         ,1991-10-23,28.0,180.0,72.0,1700.0,0.0,16750.0,7.0,9.0,3.0,9.0,7.0,3.0,8.0,9.0,10.0,9.0,8.0,1.0,1.0,10.0,6.0,10.0,5.0,10.0,7.0,9.0,11.0,4.0,11.0,7.0,7.0,9.0,10.0,3.0,14.0,11.0,3.0,10.0,2.0,3.0,2.0,10.0,9.0,2.0,13.0,12.0,9.0,10.0,2.0,4.0,1.0,3.0,0,1,0,0,0,0,61.1,1540.35,1156.0,0,0,1,0,32,Kwon Jin-yung
Oh Chan-Sig,Jeonnam,KOR, GK                             ,1997-01-24,23.0,191.0,85.0,1700.0,0.0,16750.0,7.0,16.0,7.0,7.0,3.0,3.0,3.0,3.0,7.0,8.0,8.0,5.0,14.0,13.0,3.0,10.0,1.0,10.0,2.0,2.0,10.0,4.0,8.0,4.0,14.0,1.0,3.0,8.0,12.0,14.0,14.0,7.0,9.0,9.0,5.0,3.0,3.0,10.0,6.0,6.0,7.0,13.0,9.0,3.0,10.0,13.0,0,0,1,0,0,0,61.1,1540.35,1298.0,0,0,0,1,26,오 찬시
Jeong Ho-Geun,Bucheon 1995,KOR, D (C)                          ,1999-03-17,21.0,190.0,82.0,1600.0,0.0,16750.0,14.0,14.0,3.0,10.0,5.0,4.0,6.0,8.0,3.0,6.0,7.0,3.0,1.0,13.0,5.0,10.0,5.0,10.0,1.0,13.0,11.0,2.0,9.0,13.0,13.0,8.0,5.0,3.0,10.0,11.0,1.0,7.0,3.0,3.0,1.0,3.0,7.0,3.0,5.0,11.0,5.0,9.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,24,Jeong Ho-Geun
Jung Taek-Hoon,Bucheon 1995,KOR, ST (C)                         ,1995-05-26,25.0,188.0,76.0,1500.0,0.0,16750.0,7.0,9.0,3.0,7.0,4.0,7.0,12.0,6.0,10.0,6.0,10.0,6.0,2.0,5.0,4.0,5.0,14.0,10.0,3.0,8.0,10.0,5.0,6.0,13.0,8.0,10.0,12.0,1.0,13.0,13.0,1.0,12.0,3.0,2.0,1.0,10.0,7.0,1.0,12.0,13.0,7.0,8.0,3.0,9.0,3.0,2.0,0,0,0,0,1,0,61.1,1540.35,1156.0,0,0,0,1,28,정 태석
Lee Soon-Min,Gwangju,KOR, D (R)                          ,1994-05-22,26.0,177.0,70.0,1300.0,0.0,16750.0,12.0,5.0,1.0,6.0,7.0,4.0,7.0,12.0,9.0,8.0,8.0,1.0,3.0,8.0,1.0,9.0,5.0,9.0,4.0,9.0,9.0,4.0,10.0,7.0,10.0,8.0,8.0,1.0,14.0,12.0,2.0,5.0,2.0,2.0,4.0,6.0,8.0,2.0,13.0,14.0,9.0,9.0,2.0,4.0,3.0,3.0,0,1,0,0,0,0,71.6,1540.35,1156.0,0,0,0,1,29,이씨 곧 Min
Lee Sang-Soo,Asan FC,KOR, D (C)                          ,1999-03-08,21.0,185.0,85.0,1500.0,0.0,16500.0,12.0,12.0,1.0,4.0,1.0,4.0,6.0,13.0,6.0,4.0,7.0,3.0,2.0,13.0,6.0,7.0,5.0,10.0,1.0,13.0,5.0,2.0,9.0,15.0,12.0,12.0,6.0,2.0,7.0,6.0,2.0,9.0,3.0,1.0,3.0,1.0,7.0,1.0,7.0,9.0,7.0,9.0,3.0,3.0,1.0,3.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,24,이 상수
Choi Ho-Ju,Daejeon Korail,KOR, ST (C)                         ,1992-03-10,28.0,186.0,78.0,2100.0,0.0,16500.0,11.0,10.0,3.0,9.0,4.0,10.0,11.0,6.0,11.0,10.0,11.0,6.0,3.0,6.0,10.0,8.0,6.0,13.0,5.0,6.0,8.0,4.0,9.0,15.0,10.0,10.0,10.0,3.0,12.0,11.0,1.0,11.0,3.0,3.0,2.0,10.0,11.0,2.0,10.0,9.0,10.0,12.0,4.0,9.0,3.0,1.0,0,0,0,0,1,0,52.6,1540.35,1156.0,0,0,0,1,31,초 호주
Lee Hae-Woong,Other,KOR, AM (RL)                        ,1998-11-20,21.0,173.0,64.0,1600.0,0.0,16500.0,10.0,12.0,1.0,8.0,10.0,11.0,9.0,11.0,12.0,10.0,10.0,10.0,1.0,12.0,9.0,12.0,11.0,8.0,9.0,9.0,11.0,10.0,8.0,7.0,10.0,11.0,9.0,2.0,11.0,10.0,1.0,11.0,2.0,3.0,2.0,9.0,11.0,1.0,11.0,10.0,9.0,11.0,3.0,8.0,2.0,4.0,0,0,0,0,0,1,52.6,1540.35,1156.0,0,0,0,1,25,이 hae-woong
Jeon Sung-Soo,Seongnam,KOR, ST (C)                         ,2000-07-13,20.0,181.0,70.0,2100.0,0.0,16500.0,8.0,9.0,2.0,10.0,1.0,5.0,14.0,1.0,10.0,9.0,10.0,5.0,1.0,8.0,6.0,10.0,7.0,13.0,4.0,6.0,10.0,7.0,9.0,5.0,10.0,11.0,8.0,3.0,12.0,7.0,1.0,11.0,3.0,3.0,2.0,9.0,10.0,1.0,10.0,12.0,11.0,7.0,1.0,7.0,1.0,1.0,0,0,0,0,1,0,71.6,1540.35,1323.0,0,0,0,1,23,전수
Heo Yool,Gwangju,KOR, ST (C)                         ,2001-04-12,19.0,193.0,84.0,1300.0,0.0,16500.0,8.0,16.0,1.0,6.0,5.0,9.0,10.0,6.0,10.0,8.0,8.0,8.0,4.0,4.0,1.0,9.0,11.0,13.0,8.0,7.0,5.0,8.0,9.0,9.0,15.0,14.0,9.0,1.0,10.0,9.0,3.0,7.0,2.0,2.0,1.0,9.0,5.0,3.0,9.0,9.0,9.0,5.0,4.0,10.0,4.0,2.0,0,0,0,0,1,0,71.6,1540.35,1156.0,0,0,0,1,22,Heo Yool
Jeong Sang-Gyu,Jeju,KOR, AM (R)                         ,1998-09-08,21.0,175.0,62.0,1500.0,0.0,16500.0,12.0,6.0,1.0,7.0,6.0,2.0,5.0,5.0,9.0,7.0,8.0,2.0,3.0,6.0,1.0,9.0,13.0,8.0,10.0,6.0,10.0,6.0,3.0,14.0,12.0,4.0,10.0,3.0,13.0,13.0,1.0,8.0,3.0,1.0,2.0,10.0,7.0,2.0,5.0,12.0,8.0,3.0,3.0,5.0,2.0,3.0,0,0,0,0,0,1,61.1,1540.35,1445.0,0,0,0,1,25,정상-이우
Kim Jin-Hyun,Pohang,KOR, M/AM (C)                       ,1999-09-28,20.0,173.0,73.0,1400.0,0.0,16500.0,5.0,6.0,1.0,5.0,2.0,6.0,7.0,9.0,10.0,5.0,12.0,7.0,3.0,9.0,7.0,7.0,9.0,10.0,3.0,8.0,10.0,5.0,7.0,13.0,14.0,7.0,14.0,1.0,14.0,14.0,1.0,5.0,2.0,1.0,4.0,7.0,8.0,4.0,7.0,14.0,10.0,6.0,1.0,7.0,3.0,2.0,0,0,0,1,0,0,71.6,1540.35,1476.0,0,0,0,1,24,킴 진회
Baek Sung-Woo,Jeju,KOR, M/AM (C)                       ,1999-04-27,21.0,167.0,63.0,1500.0,0.0,16500.0,12.0,1.0,1.0,13.0,5.0,14.0,5.0,8.0,8.0,8.0,10.0,7.0,1.0,9.0,1.0,9.0,12.0,9.0,4.0,8.0,10.0,6.0,8.0,15.0,6.0,7.0,13.0,2.0,13.0,14.0,3.0,1.0,2.0,1.0,4.0,9.0,8.0,2.0,9.0,11.0,13.0,6.0,2.0,7.0,1.0,1.0,0,0,0,1,0,0,61.1,1540.35,1445.0,0,0,0,1,24,Baek Sung-woo
Kim Ho-Jun,Busan,KOR, GK                             ,1984-06-21,36.0,190.0,89.0,4600.0,0.0,16500.0,12.0,14.0,10.0,3.0,2.0,2.0,9.0,1.0,4.0,9.0,7.0,6.0,15.0,13.0,3.0,9.0,2.0,16.0,1.0,1.0,11.0,3.0,13.0,13.0,12.0,3.0,5.0,11.0,8.0,6.0,10.0,12.0,12.0,12.0,6.0,3.0,12.0,12.0,10.0,9.0,7.0,13.0,10.0,3.0,14.0,9.0,0,0,1,0,0,0,71.6,1540.35,1156.0,0,0,0,1,39,김 호준
Joo Won-Seok,Asan FC,KOR, M (C)                          ,1996-01-19,24.0,177.0,75.0,1400.0,0.0,16500.0,13.0,6.0,1.0,8.0,5.0,12.0,9.0,7.0,13.0,8.0,11.0,12.0,2.0,6.0,3.0,11.0,7.0,6.0,7.0,10.0,3.0,7.0,8.0,10.0,9.0,7.0,14.0,2.0,11.0,12.0,1.0,11.0,2.0,2.0,3.0,5.0,8.0,3.0,14.0,12.0,13.0,2.0,1.0,9.0,2.0,3.0,0,0,0,1,0,0,61.1,1540.35,1156.0,0,0,1,0,27,주 흑인
Yu Ji-Hun,Gyeongnam,KOR, D/WB (L)                       ,1988-06-09,32.0,173.0,66.0,3100.0,0.0,16500.0,8.0,7.0,3.0,9.0,12.0,6.0,10.0,9.0,12.0,7.0,9.0,6.0,1.0,9.0,6.0,10.0,9.0,9.0,9.0,9.0,4.0,9.0,9.0,5.0,10.0,5.0,10.0,2.0,13.0,10.0,3.0,11.0,4.0,4.0,1.0,8.0,11.0,4.0,13.0,13.0,14.0,7.0,1.0,8.0,3.0,1.0,0,1,0,0,0,0,61.1,1540.35,1382.0,0,0,1,0,35,유지 쿤
Park Han-Keun,Other,KOR, GK                             ,1996-05-07,24.0,185.0,70.0,1900.0,0.0,16000.0,13.0,10.0,9.0,6.0,1.0,1.0,3.0,3.0,6.0,7.0,6.0,6.0,13.0,7.0,1.0,7.0,2.0,9.0,2.0,1.0,11.0,1.0,11.0,19.0,13.0,1.0,1.0,8.0,12.0,12.0,13.0,7.0,9.0,7.0,8.0,2.0,7.0,12.0,5.0,11.0,7.0,15.0,9.0,1.0,5.0,6.0,0,0,1,0,0,0,52.6,1540.35,1156.0,0,0,0,1,27,파크 한방
Jeong Jin-Wook,Seoul,KOR, GK                             ,1997-05-28,23.0,188.0,78.0,1600.0,0.0,16000.0,10.0,10.0,5.0,5.0,3.0,2.0,3.0,2.0,5.0,6.0,5.0,7.0,12.0,10.0,1.0,7.0,1.0,10.0,3.0,1.0,13.0,3.0,7.0,17.0,12.0,1.0,4.0,4.0,9.0,11.0,8.0,4.0,8.0,12.0,5.0,3.0,6.0,12.0,4.0,9.0,5.0,14.0,7.0,1.0,9.0,7.0,0,0,1,0,0,0,71.6,1540.35,1398.0,0,0,0,1,26,종 진우
Ji Ui-Su,Gangwon,KOR," M/AM (C), ST (C)               ",2000-03-25,20.0,176.0,72.0,1400.0,0.0,16000.0,11.0,7.0,1.0,10.0,2.0,8.0,11.0,5.0,12.0,7.0,5.0,6.0,3.0,8.0,1.0,8.0,12.0,4.0,6.0,6.0,8.0,6.0,6.0,12.0,12.0,8.0,13.0,1.0,13.0,13.0,2.0,4.0,3.0,3.0,2.0,8.0,7.0,2.0,11.0,13.0,6.0,8.0,1.0,10.0,3.0,2.0,0,0,0,0,1,0,71.6,1540.35,1357.0,0,0,0,1,23,Ji Ui-su
Go Jun-Young,Seoul E-Land,KOR, M/AM (R)                       ,2000-10-27,19.0,175.0,70.0,1400.0,0.0,15750.0,12.0,4.0,3.0,5.0,5.0,7.0,10.0,8.0,11.0,7.0,4.0,5.0,1.0,7.0,2.0,13.0,10.0,9.0,13.0,4.0,13.0,7.0,5.0,5.0,11.0,7.0,12.0,4.0,13.0,13.0,4.0,5.0,3.0,3.0,2.0,11.0,3.0,2.0,6.0,12.0,6.0,4.0,3.0,8.0,3.0,2.0,0,0,0,0,0,1,61.1,1540.35,1156.0,0,0,0,1,23,Jun-Young로 가십시오
Hong Won-Jin,Gangwon,KOR, M (C)                          ,2000-04-04,20.0,183.0,83.0,1300.0,0.0,15750.0,14.0,7.0,2.0,13.0,1.0,6.0,8.0,8.0,11.0,7.0,7.0,6.0,2.0,5.0,1.0,9.0,8.0,5.0,1.0,5.0,2.0,6.0,7.0,10.0,10.0,9.0,13.0,3.0,13.0,13.0,2.0,9.0,3.0,2.0,2.0,6.0,7.0,3.0,8.0,13.0,12.0,6.0,3.0,4.0,2.0,3.0,0,0,0,1,0,0,71.6,1540.35,1357.0,0,0,0,1,23,Hong Won-Jin
Min Hyeon-Hong,Suwon FC,KOR, D (R)                          ,1995-08-28,24.0,170.0,65.0,1600.0,0.0,15750.0,6.0,5.0,2.0,6.0,7.0,4.0,4.0,13.0,6.0,8.0,5.0,1.0,3.0,7.0,1.0,9.0,5.0,10.0,4.0,7.0,11.0,3.0,8.0,8.0,13.0,8.0,10.0,1.0,14.0,14.0,2.0,3.0,4.0,2.0,3.0,4.0,8.0,4.0,6.0,14.0,12.0,9.0,3.0,3.0,2.0,3.0,0,1,0,0,0,0,61.1,1540.35,1349.0,0,0,0,1,28,Min Leon-Hong
Lee Jong-Hyun,Daejeon,KOR, D (R)                          ,1997-01-24,23.0,176.0,71.0,1600.0,0.0,15750.0,6.0,9.0,3.0,11.0,10.0,8.0,9.0,11.0,10.0,10.0,11.0,2.0,3.0,9.0,7.0,10.0,8.0,13.0,8.0,10.0,9.0,5.0,11.0,13.0,11.0,10.0,9.0,1.0,15.0,11.0,2.0,8.0,3.0,3.0,4.0,10.0,11.0,2.0,12.0,10.0,11.0,9.0,2.0,6.0,2.0,3.0,0,1,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,26,이종현
Choi Yeong-Hoon,Other,KOR," D (C), DM, M (C)               ",1993-05-29,27.0,185.0,70.0,2100.0,0.0,15750.0,10.0,10.0,1.0,8.0,3.0,8.0,7.0,13.0,8.0,6.0,5.0,6.0,3.0,13.0,3.0,6.0,5.0,7.0,5.0,9.0,11.0,4.0,9.0,4.0,13.0,8.0,12.0,3.0,13.0,13.0,3.0,8.0,2.0,1.0,3.0,3.0,7.0,3.0,13.0,13.0,10.0,5.0,1.0,5.0,1.0,1.0,1,0,0,0,0,0,52.6,1540.35,1156.0,0,0,0,1,30,초 영혼
Lee Jae-Min,Gimhae,KOR," D (R), DM                      ",1991-02-05,29.0,175.0,71.0,1800.0,0.0,15750.0,10.0,8.0,2.0,10.0,11.0,10.0,10.0,11.0,9.0,11.0,9.0,7.0,2.0,11.0,10.0,10.0,9.0,10.0,8.0,12.0,7.0,6.0,10.0,11.0,9.0,9.0,9.0,2.0,13.0,13.0,1.0,10.0,1.0,1.0,2.0,9.0,9.0,2.0,11.0,12.0,12.0,9.0,4.0,5.0,3.0,2.0,0,1,0,0,0,0,52.6,1540.35,1156.0,0,0,0,1,32,이재민
Lee Hak-Sun,Other,KOR, M (C)                          ,2000-01-07,20.0,180.0,70.0,1400.0,0.0,15750.0,9.0,10.0,3.0,11.0,4.0,7.0,5.0,6.0,10.0,7.0,6.0,6.0,1.0,6.0,1.0,12.0,5.0,8.0,3.0,11.0,4.0,5.0,5.0,15.0,13.0,6.0,13.0,1.0,9.0,10.0,1.0,5.0,3.0,4.0,2.0,7.0,7.0,2.0,8.0,11.0,12.0,7.0,3.0,7.0,2.0,2.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,23,Lee Hak-Sun
Baek Do-Won,Gwangju,KOR, M (C)                          ,1997-03-18,23.0,177.0,71.0,1300.0,0.0,15750.0,6.0,3.0,4.0,9.0,2.0,8.0,8.0,7.0,9.0,7.0,11.0,4.0,3.0,9.0,3.0,13.0,7.0,10.0,4.0,8.0,13.0,6.0,5.0,15.0,13.0,6.0,12.0,1.0,13.0,8.0,2.0,5.0,3.0,1.0,3.0,9.0,7.0,2.0,4.0,12.0,9.0,7.0,3.0,6.0,1.0,1.0,0,0,0,1,0,0,71.6,1540.35,1156.0,0,0,1,0,26,백사원
Shin Jae-Uk,Gangwon,KOR, D/WB (L)                       ,1999-06-13,21.0,175.0,68.0,1400.0,0.0,15750.0,9.0,7.0,4.0,9.0,6.0,6.0,9.0,9.0,8.0,12.0,10.0,8.0,1.0,9.0,7.0,9.0,9.0,12.0,12.0,11.0,7.0,6.0,9.0,13.0,9.0,6.0,9.0,4.0,9.0,10.0,3.0,13.0,1.0,1.0,2.0,9.0,10.0,1.0,13.0,8.0,9.0,11.0,3.0,7.0,2.0,2.0,0,1,0,0,0,0,71.6,1540.35,1357.0,0,0,1,0,24,신 재유
Choo Min-Yeol,Bucheon 1995,KOR," AM (C), ST (C)                 ",1999-01-10,21.0,173.0,64.0,1500.0,0.0,15750.0,12.0,2.0,2.0,10.0,1.0,8.0,12.0,7.0,8.0,8.0,10.0,6.0,2.0,9.0,7.0,7.0,7.0,9.0,5.0,7.0,13.0,6.0,8.0,4.0,14.0,10.0,13.0,1.0,14.0,13.0,1.0,5.0,1.0,3.0,3.0,11.0,3.0,2.0,5.0,11.0,9.0,7.0,2.0,11.0,2.0,2.0,0,0,0,0,1,0,61.1,1540.35,1156.0,0,0,0,1,24,초 민영
Kim Han-Seong,Asan FC,KOR, D (C)                          ,1998-10-29,21.0,184.0,78.0,1500.0,0.0,15500.0,7.0,8.0,3.0,1.0,3.0,5.0,4.0,13.0,6.0,6.0,6.0,1.0,2.0,13.0,1.0,7.0,5.0,7.0,3.0,13.0,4.0,3.0,6.0,7.0,13.0,13.0,5.0,3.0,12.0,11.0,1.0,6.0,1.0,2.0,2.0,3.0,7.0,1.0,9.0,11.0,7.0,7.0,2.0,5.0,1.0,1.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,25,킴 한도
Kim Jin-Sung,Jeonnam,KOR, D (C)                          ,1997-06-16,23.0,183.0,76.0,1500.0,0.0,15500.0,12.0,6.0,4.0,6.0,2.0,7.0,2.0,13.0,2.0,12.0,8.0,1.0,1.0,10.0,1.0,11.0,5.0,8.0,1.0,11.0,12.0,3.0,10.0,10.0,13.0,13.0,4.0,3.0,13.0,8.0,3.0,7.0,1.0,1.0,2.0,7.0,7.0,2.0,5.0,11.0,11.0,9.0,3.0,4.0,1.0,4.0,1,0,0,0,0,0,61.1,1540.35,1298.0,0,0,0,1,26,김진-울
Kwak Kwang-Sun,Gwangju,KOR, D (C)                          ,1986-03-28,34.0,186.0,76.0,4000.0,0.0,15500.0,16.0,14.0,3.0,12.0,3.0,5.0,9.0,14.0,6.0,13.0,10.0,2.0,1.0,12.0,5.0,12.0,5.0,11.0,9.0,12.0,10.0,2.0,11.0,14.0,10.0,12.0,10.0,2.0,10.0,11.0,2.0,11.0,2.0,3.0,1.0,8.0,12.0,1.0,13.0,10.0,14.0,12.0,3.0,8.0,2.0,1.0,1,0,0,0,0,0,71.6,1540.35,1156.0,0,0,0,1,37,Kwak Kwang-Sun
Choe Seung-Ho,Cheonan City,KOR, M (C)                          ,1992-03-31,28.0,182.0,73.0,2000.0,0.0,15500.0,7.0,6.0,3.0,13.0,2.0,7.0,9.0,12.0,14.0,8.0,9.0,7.0,1.0,7.0,3.0,12.0,11.0,8.0,4.0,10.0,10.0,7.0,4.0,17.0,9.0,7.0,14.0,3.0,14.0,11.0,1.0,5.0,1.0,2.0,2.0,4.0,8.0,3.0,8.0,12.0,12.0,7.0,3.0,6.0,2.0,2.0,0,0,0,1,0,0,52.6,1540.35,1156.0,0,0,0,1,31,조 승
Lee Jae-Hun,Seoul E-Land,KOR, D (LC)                         ,1990-01-10,30.0,177.0,70.0,1500.0,0.0,15250.0,8.0,8.0,2.0,12.0,6.0,8.0,11.0,10.0,11.0,10.0,11.0,5.0,2.0,9.0,6.0,10.0,8.0,11.0,10.0,12.0,8.0,4.0,9.0,4.0,10.0,7.0,11.0,2.0,11.0,10.0,1.0,11.0,1.0,1.0,3.0,10.0,11.0,2.0,11.0,12.0,11.0,10.0,2.0,6.0,1.0,2.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,1,0,33,이재 친
Lee Ji-Seung,Busan,KOR, M (C)                          ,1999-01-11,21.0,181.0,74.0,1200.0,0.0,15000.0,12.0,11.0,2.0,10.0,1.0,10.0,6.0,6.0,13.0,8.0,11.0,7.0,3.0,7.0,6.0,13.0,5.0,11.0,3.0,6.0,5.0,5.0,8.0,13.0,14.0,7.0,14.0,1.0,12.0,8.0,1.0,5.0,1.0,2.0,1.0,4.0,8.0,2.0,7.0,9.0,12.0,2.0,1.0,8.0,1.0,3.0,0,0,0,1,0,0,71.6,1540.35,1156.0,0,0,0,1,24,이 지식
Kim Ho-Jun,Bucheon 1995,KOR, D (C)                          ,1996-03-18,24.0,184.0,76.0,1500.0,0.0,15000.0,12.0,9.0,1.0,4.0,2.0,6.0,3.0,8.0,5.0,6.0,7.0,4.0,1.0,12.0,1.0,7.0,5.0,12.0,1.0,13.0,13.0,1.0,7.0,4.0,13.0,10.0,7.0,1.0,13.0,12.0,1.0,8.0,2.0,1.0,3.0,3.0,7.0,2.0,12.0,9.0,7.0,9.0,2.0,1.0,3.0,3.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,27,김 호준
Lee Hyeong-Gyeong,Ulsan,KOR, ST (C)                         ,1998-05-11,22.0,194.0,85.0,1200.0,0.0,14750.0,5.0,11.0,2.0,8.0,4.0,8.0,14.0,4.0,9.0,7.0,7.0,7.0,1.0,3.0,2.0,8.0,8.0,10.0,3.0,7.0,11.0,3.0,6.0,11.0,11.0,14.0,10.0,1.0,14.0,12.0,2.0,7.0,4.0,4.0,1.0,14.0,8.0,3.0,6.0,12.0,8.0,5.0,3.0,14.0,3.0,2.0,0,0,0,0,1,0,71.6,1540.35,1633.0,0,0,0,1,25,이론 gyeong
Lee Si-Hwan,Suwon FC,KOR, GK                             ,1998-05-25,22.0,191.0,85.0,1700.0,0.0,14750.0,7.0,13.0,12.0,6.0,3.0,2.0,2.0,1.0,4.0,7.0,7.0,4.0,13.0,8.0,2.0,9.0,1.0,7.0,3.0,1.0,10.0,2.0,8.0,11.0,12.0,1.0,4.0,9.0,13.0,13.0,12.0,6.0,8.0,13.0,5.0,2.0,7.0,9.0,2.0,8.0,6.0,14.0,7.0,1.0,11.0,9.0,0,0,1,0,0,0,61.1,1540.35,1349.0,0,0,0,1,25,Lee Si-hwan
Lee Jun-Hee,Ansan,KOR," D (RL), WB (L)                 ",1988-06-01,32.0,182.0,75.0,1900.0,0.0,14750.0,11.0,8.0,1.0,11.0,6.0,6.0,10.0,11.0,10.0,10.0,8.0,6.0,1.0,8.0,5.0,10.0,4.0,9.0,11.0,13.0,6.0,10.0,10.0,12.0,9.0,11.0,8.0,2.0,13.0,12.0,3.0,8.0,3.0,3.0,1.0,11.0,11.0,1.0,11.0,14.0,11.0,9.0,2.0,8.0,3.0,1.0,0,1,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,35,Lee Jun-hee
Lee Hee-Sun,Ansan,KOR, GK                             ,1997-03-21,23.0,188.0,80.0,1500.0,0.0,14750.0,12.0,12.0,13.0,6.0,2.0,1.0,1.0,1.0,3.0,7.0,7.0,5.0,10.0,12.0,1.0,6.0,1.0,9.0,1.0,3.0,7.0,3.0,9.0,11.0,11.0,1.0,2.0,8.0,11.0,10.0,10.0,5.0,5.0,13.0,5.0,1.0,7.0,7.0,3.0,10.0,6.0,15.0,13.0,2.0,8.0,5.0,0,0,1,0,0,0,61.1,1540.35,1156.0,0,0,0,1,26,이 hee-sun
Jang Gyeol-Hee,Other,KOR," M (L), AM (RL)                 ",1998-04-04,22.0,175.0,64.0,1600.0,0.0,14750.0,10.0,8.0,2.0,8.0,6.0,6.0,9.0,8.0,13.0,8.0,10.0,6.0,3.0,6.0,1.0,11.0,12.0,10.0,8.0,7.0,9.0,7.0,8.0,11.0,10.0,6.0,12.0,3.0,13.0,12.0,3.0,6.0,3.0,2.0,1.0,12.0,9.0,1.0,9.0,14.0,12.0,4.0,1.0,5.0,1.0,2.0,0,0,0,0,0,1,52.6,1540.35,1156.0,0,0,1,0,25,장 기 올중인
Kim Dae-Yeol,Ansan,KOR, M (LC)                         ,1987-04-12,33.0,176.0,70.0,2200.0,0.0,14500.0,13.0,11.0,2.0,10.0,6.0,9.0,13.0,8.0,11.0,14.0,11.0,5.0,1.0,10.0,5.0,11.0,8.0,12.0,6.0,7.0,6.0,8.0,11.0,15.0,10.0,6.0,10.0,1.0,13.0,11.0,2.0,11.0,2.0,4.0,2.0,10.0,10.0,2.0,10.0,11.0,13.0,12.0,2.0,9.0,1.0,1.0,0,0,0,1,0,0,61.1,1540.35,1156.0,0,0,0,1,36,김 대--엘
Yang Dong-Hyen,Suwon FC,KOR, ST (C)                         ,1986-03-28,34.0,186.0,80.0,18250.0,0.0,14500.0,12.0,13.0,1.0,10.0,3.0,7.0,12.0,6.0,13.0,12.0,12.0,7.0,2.0,12.0,9.0,12.0,12.0,11.0,5.0,4.0,12.0,5.0,11.0,10.0,11.0,11.0,11.0,1.0,11.0,12.0,1.0,10.0,3.0,3.0,1.0,10.0,13.0,1.0,11.0,10.0,11.0,10.0,3.0,13.0,2.0,1.0,0,0,0,0,1,0,61.1,1540.35,1349.0,0,0,0,1,37,양동-헨
Jeon Woo-Ram,Other,KOR, D (C)                          ,2000-05-16,20.0,180.0,69.0,1400.0,0.0,14250.0,11.0,8.0,3.0,3.0,3.0,2.0,5.0,11.0,1.0,5.0,5.0,5.0,2.0,11.0,3.0,7.0,5.0,10.0,4.0,13.0,13.0,5.0,13.0,7.0,13.0,8.0,4.0,3.0,13.0,10.0,4.0,6.0,1.0,2.0,1.0,3.0,7.0,2.0,5.0,12.0,7.0,9.0,4.0,1.0,2.0,1.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,23,전우 램
Jeon Sang-Hoon,Busan TC,KOR, D/WB (L)                       ,1989-09-10,30.0,175.0,69.0,2300.0,0.0,14000.0,12.0,7.0,1.0,8.0,5.0,7.0,12.0,10.0,12.0,11.0,10.0,6.0,3.0,8.0,5.0,11.0,5.0,9.0,11.0,9.0,12.0,5.0,10.0,11.0,10.0,8.0,9.0,2.0,12.0,12.0,1.0,9.0,1.0,2.0,3.0,10.0,12.0,4.0,11.0,11.0,12.0,10.0,3.0,6.0,4.0,2.0,0,1,0,0,0,0,52.6,1540.35,1156.0,0,0,1,0,34,전상 헌
